,Name,Super Power,Super Power Processed
2030,Franklin Richards,Invulnerability,Invulnerability
2031,Franklin Richards,Force Fields,Force Fields
2032,Franklin Richards,Animation,Animation
2033,Franklin Richards,Precognition,Precognition
2034,Franklin Richards,Molecular Manipulation,Molecular Manipulation
2035,Franklin Richards,Energy Manipulation,Energy Manipulation
2036,Franklin Richards,Time Travel,Time Travel
2037,Franklin Richards,Illusions,Illusions
2038,Franklin Richards,Omnipotent,Omnipotent
2039,Franklin Richards,Telepathy Resistance,Telepathy Resistance
2040,Franklin Richards,Time Manipulation,Time Manipulation
2041,Franklin Richards,Grim Reaping,Grim Reaping
2042,Franklin Richards,Reality Warping,Reality Warping
2043,Frenzy,Cold Resistance,Cold Resistance
2044,Frenzy,Super Strength,Super Strength
2045,Frenzy,Stamina,S t a m i n a
2046,Frenzy,Invulnerability,Invulnerability
2047,Frenzy,Heat Resistance,Heat Resistance
2048,Frigga,Super Strength,Super Strength
2049,Frigga,Magic,M a g i c
2050,Galactus,Accelerated Healing,Accelerated Healing
2051,Galactus,Dimensional Awareness,Dimensional Awareness
2052,Galactus,Durability,Durability
2053,Galactus,Energy Absorption,Energy Absorption
2054,Galactus,Flight,F l i g h t
2055,Galactus,Marksmanship,Marksmanship
2056,Galactus,Longevity,Longevity
2057,Galactus,Intelligence,Intelligence
2058,Galactus,Super Strength,Super Strength
2059,Galactus,Telepathy,Telepathy
2060,Galactus,Energy Blasts,Energy Blasts
2061,Galactus,Size Changing,Size Changing
2062,Galactus,Stamina,S t a m i n a
2063,Galactus,Super Speed,Super Speed
2064,Galactus,Teleportation,Teleportation
2065,Galactus,Telekinesis,Telekinesis
2066,Galactus,Energy Beams,Energy Beams
2067,Galactus,Dimensional Travel,Dimensional Travel
2068,Galactus,Immortality,Immortality
2069,Galactus,Invulnerability,Invulnerability
2070,Galactus,Force Fields,Force Fields
2071,Galactus,Psionic Powers,Psionic Powers
2072,Galactus,Molecular Manipulation,Molecular Manipulation
2073,Galactus,Regeneration,Regeneration
2074,Galactus,Levitation,Levitation
2075,Galactus,Energy Manipulation,Energy Manipulation
2076,Galactus,Power Cosmic,Power Cosmic
2077,Galactus,Toxin and Disease Resistance,"Toxin,Disease Resis"
2078,Galactus,Portal Creation,Portal Creation
2079,Galactus,Grim Reaping,Grim Reaping
2080,Galactus,Resurrection,Resurrection
2081,Galactus,Vitakinesis,Vitakinesis
2082,Gambit,Agility,A g i l i t y
2083,Gambit,Telekinesis,Telekinesis
2084,Gambit,Psionic Powers,Psionic Powers
2085,Gambit,Energy Manipulation,Energy Manipulation
2086,Gambit,Telepathy Resistance,Telepathy Resistance
2087,Gamora,Agility,A g i l i t y
2088,Gamora,Accelerated Healing,Accelerated Healing
2089,Gamora,Durability,Durability
2090,Gamora,Stealth,S t e a l t h
2091,Gamora,Marksmanship,Marksmanship
2092,Gamora,Weapons Master,Weapons Master
2093,Gamora,Intelligence,Intelligence
2094,Gamora,Super Strength,Super Strength
2095,Gamora,Stamina,S t a m i n a
2096,Gamora,Super Speed,Super Speed
2097,Gamora,Enhanced Senses,Enhanced Senses
2098,Gamora,Reflexes,Reflexes
2099,Gamora,Telepathy Resistance,Telepathy Resistance
2100,Garbage Man,Accelerated Healing,Accelerated Healing
2101,Gary Bell,Intelligence,Intelligence
2102,Gary Bell,Enhanced Senses,Enhanced Senses
2103,General Zod,Accelerated Healing,Accelerated Healing
2104,General Zod,Durability,Durability
2105,General Zod,Energy Absorption,Energy Absorption
2106,General Zod,Flight,F l i g h t
2107,General Zod,Longevity,Longevity
2108,General Zod,Intelligence,Intelligence
2109,General Zod,Super Strength,Super Strength
2110,General Zod,Stamina,S t a m i n a
2111,General Zod,Super Speed,Super Speed
2112,General Zod,Enhanced Senses,Enhanced Senses
2113,General Zod,Jump,J u m p
2114,General Zod,Invulnerability,Invulnerability
2115,General Zod,Enhanced Hearing,Enhanced Hearing
2116,General Zod,Hypnokinesis,Hypnokinesis
2117,General Zod,Vision - Telescopic,Vision - Telescopic
2118,General Zod,Vision - Microscopic,Vision - Microscopic
2119,General Zod,Super Breath,Super Breath
2120,General Zod,Vision - Heat,Vision - Heat
2121,General Zod,Vision - X-Ray,Vision - X-Ray
2122,Genesis,Projection,Projection
2123,Genesis,Psionic Powers,Psionic Powers
2124,Ghost Rider,Agility,A g i l i t y
2125,Ghost Rider,Accelerated Healing,Accelerated Healing
2126,Ghost Rider,Durability,Durability
2127,Ghost Rider,Marksmanship,Marksmanship
2128,Ghost Rider,Longevity,Longevity
2129,Ghost Rider,Super Strength,Super Strength
2130,Ghost Rider,Energy Blasts,Energy Blasts
2131,Ghost Rider,Stamina,S t a m i n a
2132,Ghost Rider,Super Speed,Super Speed
2133,Ghost Rider,Weapon-based Powers,Weapon-based Powers
2134,Ghost Rider,Magic,M a g i c
2135,Ghost Rider,Shapeshifting,Shapeshifting
2136,Ghost Rider,Fire Control,Fire Control
2137,Ghost Rider,Invulnerability,Invulnerability
2138,Ghost Rider,Psionic Powers,Psionic Powers
2139,Ghost Rider,Fire Resistance,Fire Resistance
2140,Ghost Rider,Heat Generation,Heat Generation
2141,Ghost Rider,Heat Resistance,Heat Resistance
2142,Ghost Rider,Magic Resistance,Magic Resistance
2143,Ghost Rider II,Durability,Durability
2144,Ghost Rider II,Super Strength,Super Strength
2145,Ghost Rider II,Fire Control,Fire Control
2146,Ghost Rider II,Fire Resistance,Fire Resistance
2147,Ghost Rider II,Heat Resistance,Heat Resistance
2148,Giganta,Durability,Durability
2149,Giganta,Intelligence,Intelligence
2150,Giganta,Super Strength,Super Strength
2151,Giganta,Size Changing,Size Changing
2152,Gladiator,Agility,A g i l i t y
2153,Gladiator,Accelerated Healing,Accelerated Healing
2154,Gladiator,Flight,F l i g h t
2155,Gladiator,Longevity,Longevity
2156,Gladiator,Super Strength,Super Strength
2157,Gladiator,Stamina,S t a m i n a
2158,Gladiator,Super Speed,Super Speed
2159,Gladiator,Reflexes,Reflexes
2160,Gladiator,Invulnerability,Invulnerability
2161,Gladiator,Enhanced Hearing,Enhanced Hearing
2162,Gladiator,Enhanced Smell,Enhanced Smell
2163,Gladiator,Telepathy Resistance,Telepathy Resistance
2164,Gladiator,Vision - Microscopic,Vision - Microscopic
2165,Gladiator,Super Breath,Super Breath
2166,Gladiator,Vision - Heat,Vision - Heat
2167,Goblin Queen,Telepathy,Telepathy
2168,Goblin Queen,Telekinesis,Telekinesis
2169,Goblin Queen,Summoning,Summoning
2170,Godzilla,Agility,A g i l i t y
2171,Godzilla,Durability,Durability
2172,Godzilla,Energy Absorption,Energy Absorption
2173,Godzilla,Danger Sense,Danger Sense
2174,Godzilla,Longevity,Longevity
2175,Godzilla,Super Strength,Super Strength
2176,Godzilla,Energy Blasts,Energy Blasts
2177,Godzilla,Stamina,S t a m i n a
2178,Godzilla,Energy Beams,Energy Beams
2179,Godzilla,Immortality,Immortality
2180,Godzilla,Invulnerability,Invulnerability
2181,Godzilla,Enhanced Hearing,Enhanced Hearing
2182,Godzilla,Natural Armor,Natural Armor
2183,Godzilla,Enhanced Sight,Enhanced Sight
2184,Godzilla,Heat Resistance,Heat Resistance
2185,Godzilla,Natural Weapons,Natural Weapons
2186,Godzilla,Enhanced Smell,Enhanced Smell
2187,Godzilla,Sub-Mariner,Sub-Mariner
2188,Gog,Agility,A g i l i t y
2189,Gog,Super Strength,Super Strength
2190,Gog,Natural Weapons,Natural Weapons
2191,Goku,Agility,A g i l i t y
2192,Goku,Accelerated Healing,Accelerated Healing
2193,Goku,Flight,F l i g h t
2194,Goku,Danger Sense,Danger Sense
2195,Goku,Marksmanship,Marksmanship
2196,Goku,Weapons Master,Weapons Master
2197,Goku,Longevity,Longevity
2198,Goku,Super Strength,Super Strength
2199,Goku,Telepathy,Telepathy
2200,Goku,Energy Blasts,Energy Blasts
2201,Goku,Duplication,Duplication
2202,Goku,Stamina,S t a m i n a
2203,Goku,Super Speed,Super Speed
2204,Goku,Electrokinesis,Electrokinesis
2205,Goku,Teleportation,Teleportation
2206,Goku,Jump,J u m p
2207,Goku,Shapeshifting,Shapeshifting
2208,Goku,Immortality,Immortality
2209,Goku,Invulnerability,Invulnerability
2210,Goku,Energy Constructs,Energy Constructs
2211,Goku,Force Fields,Force Fields
2212,Goku,Levitation,Levitation
2213,Goku,Energy Manipulation,Energy Manipulation
2214,Goku,Enhanced Smell,Enhanced Smell
2215,Goku,Radar Sense,Radar Sense
2216,Goliath IV,Super Strength,Super Strength
2217,Goliath IV,Size Changing,Size Changing
2218,Gorilla Grodd,Agility,A g i l i t y
2219,Gorilla Grodd,Durability,Durability
2220,Gorilla Grodd,Animal Attributes,Animal Attributes
2221,Gorilla Grodd,Intelligence,Intelligence
2222,Gorilla Grodd,Super Strength,Super Strength
2223,Gorilla Grodd,Telepathy,Telepathy
2224,Gorilla Grodd,Energy Blasts,Energy Blasts
2225,Gorilla Grodd,Telekinesis,Telekinesis
2226,Gorilla Grodd,Mind Control,Mind Control
2227,Gorilla Grodd,Enhanced Hearing,Enhanced Hearing
2228,Gorilla Grodd,Animal Control,Animal Control
2229,Gorilla Grodd,Molecular Manipulation,Molecular Manipulation
2230,Gorilla Grodd,Natural Weapons,Natural Weapons
2231,Granny Goodness,Durability,Durability
2232,Granny Goodness,Super Strength,Super Strength
2233,Gravity,Flight,F l i g h t
2234,Gravity,Energy Blasts,Energy Blasts
2235,Gravity,Force Fields,Force Fields
2236,Gravity,Molecular Manipulation,Molecular Manipulation
2237,Gravity,Gravity Control,Gravity Control
2238,Greedo,Weapons Master,Weapons Master
2239,Green Arrow,Agility,A g i l i t y
2240,Green Arrow,Stealth,S t e a l t h
2241,Green Arrow,Marksmanship,Marksmanship
2242,Green Arrow,Weapons Master,Weapons Master
2243,Green Arrow,Stamina,S t a m i n a
2244,Green Arrow,Peak Human Condition,Peak Human Condition
2245,Green Goblin,Agility,A g i l i t y
2246,Green Goblin,Accelerated Healing,Accelerated Healing
2247,Green Goblin,Durability,Durability
2248,Green Goblin,Marksmanship,Marksmanship
2249,Green Goblin,Intelligence,Intelligence
2250,Green Goblin,Super Strength,Super Strength
2251,Green Goblin,Stamina,S t a m i n a
2252,Green Goblin,Super Speed,Super Speed
2253,Green Goblin,Reflexes,Reflexes
2254,Green Goblin,Insanity,Insanity
2255,Green Goblin II,Accelerated Healing,Accelerated Healing
2256,Green Goblin II,Durability,Durability
2257,Green Goblin II,Intelligence,Intelligence
2258,Green Goblin II,Super Strength,Super Strength
2259,Green Goblin II,Stamina,S t a m i n a
2260,Green Goblin II,Super Speed,Super Speed
2261,Green Goblin II,Reflexes,Reflexes
2262,Green Goblin II,Insanity,Insanity
2263,Green Goblin III,Durability,Durability
2264,Green Goblin III,Super Strength,Super Strength
2265,Green Goblin IV,Durability,Durability
2266,Green Goblin IV,Super Strength,Super Strength
2267,Groot,Durability,Durability
2268,Groot,Longevity,Longevity
2269,Groot,Intelligence,Intelligence
2270,Groot,Super Strength,Super Strength
2271,Groot,Duplication,Duplication
2272,Groot,Size Changing,Size Changing
2273,Groot,Stamina,S t a m i n a
2274,Groot,Invulnerability,Invulnerability
2275,Groot,Fire Resistance,Fire Resistance
2276,Groot,Regeneration,Regeneration
2277,Groot,Plant Control,Plant Control
2278,Groot,Matter Absorption,Matter Absorption
2279,Groot,Resurrection,Resurrection
2280,Guy Gardner,Lantern Power Ring,Lantern Power Ring
2281,Guy Gardner,Durability,Durability
2282,Guy Gardner,Flight,F l i g h t
2283,Guy Gardner,Marksmanship,Marksmanship
2284,Guy Gardner,Super Strength,Super Strength
2285,Guy Gardner,Energy Blasts,Energy Blasts
2286,Guy Gardner,Stamina,S t a m i n a
2287,Guy Gardner,Super Speed,Super Speed
2288,Guy Gardner,Energy Beams,Energy Beams
2289,Guy Gardner,Reflexes,Reflexes
2290,Guy Gardner,Energy Constructs,Energy Constructs
2291,Guy Gardner,Force Fields,Force Fields
2292,Hal Jordan,Agility,A g i l i t y
2293,Hal Jordan,Lantern Power Ring,Lantern Power Ring
2294,Hal Jordan,Flight,F l i g h t
2295,Hal Jordan,Marksmanship,Marksmanship
2296,Hal Jordan,Weapons Master,Weapons Master
2297,Hal Jordan,Super Strength,Super Strength
2298,Hal Jordan,Energy Armor,Energy Armor
2299,Hal Jordan,Energy Blasts,Energy Blasts
2300,Hal Jordan,Stamina,S t a m i n a
2301,Hal Jordan,Super Speed,Super Speed
2302,Hal Jordan,Weapon-based Powers,Weapon-based Powers
2303,Hal Jordan,Energy Beams,Energy Beams
2304,Hal Jordan,Reflexes,Reflexes
2305,Hal Jordan,Energy Constructs,Energy Constructs
2306,Hal Jordan,Force Fields,Force Fields
2307,Han Solo,Agility,A g i l i t y
2308,Han Solo,Stealth,S t e a l t h
2309,Han Solo,Marksmanship,Marksmanship
2310,Han Solo,Weapons Master,Weapons Master
2311,Han Solo,Stamina,S t a m i n a
2312,Hancock,Agility,A g i l i t y
2313,Hancock,Accelerated Healing,Accelerated Healing
2314,Hancock,Durability,Durability
2315,Hancock,Flight,F l i g h t
2316,Hancock,Super Strength,Super Strength
2317,Hancock,Stamina,S t a m i n a
2318,Hancock,Super Speed,Super Speed
2319,Hancock,Immortality,Immortality
2320,Hancock,Reflexes,Reflexes
2321,Hancock,Invulnerability,Invulnerability
2322,Hancock,Toxin and Disease Resistance,"Toxin,Disease Resis"
2323,Harley Quinn,Agility,A g i l i t y
2324,Harley Quinn,Accelerated Healing,Accelerated Healing
2325,Harley Quinn,Stealth,S t e a l t h
2326,Harley Quinn,Marksmanship,Marksmanship
2327,Harley Quinn,Intelligence,Intelligence
2328,Harley Quinn,Super Strength,Super Strength
2329,Harley Quinn,Stamina,S t a m i n a
2330,Harley Quinn,Peak Human Condition,Peak Human Condition
2331,Harley Quinn,Reflexes,Reflexes
2332,Harley Quinn,Toxin and Disease Resistance,"Toxin,Disease Resis"
2333,Harry Potter,Agility,A g i l i t y
2334,Harry Potter,Accelerated Healing,Accelerated Healing
2335,Harry Potter,Stealth,S t e a l t h
2336,Harry Potter,Intelligence,Intelligence
2337,Harry Potter,Telepathy,Telepathy
2338,Harry Potter,Energy Blasts,Energy Blasts
2339,Harry Potter,Stamina,S t a m i n a
2340,Harry Potter,Teleportation,Teleportation
2341,Harry Potter,Telekinesis,Telekinesis
2342,Harry Potter,Magic,M a g i c
2343,Harry Potter,Shapeshifting,Shapeshifting
2344,Harry Potter,Energy Constructs,Energy Constructs
2345,Harry Potter,Force Fields,Force Fields
2346,Harry Potter,Hypnokinesis,Hypnokinesis
2347,Harry Potter,Animal Control,Animal Control
2348,Harry Potter,Illusions,Illusions
2349,Harry Potter,Invisibility,Invisibility
2350,Harry Potter,Reality Warping,Reality Warping
2351,Havok,Energy Absorption,Energy Absorption
2352,Havok,Flight,F l i g h t
2353,Havok,Energy Blasts,Energy Blasts
2354,Havok,Power Suit,Power Suit
2355,Havok,Heat Resistance,Heat Resistance
2356,Havok,Radiation Immunity,Radiation Immunity
2357,Hawk,Accelerated Healing,Accelerated Healing
2358,Hawk,Flight,F l i g h t
2359,Hawk,Super Strength,Super Strength
2360,Hawk,Stamina,S t a m i n a
2361,Hawk,Super Speed,Super Speed
2362,Hawk,Invulnerability,Invulnerability
2363,Hawk,Natural Weapons,Natural Weapons
2364,Hawkeye,Agility,A g i l i t y
2365,Hawkeye,Stealth,S t e a l t h
2366,Hawkeye,Marksmanship,Marksmanship
2367,Hawkeye,Weapons Master,Weapons Master
2368,Hawkeye,Stamina,S t a m i n a
2369,Hawkeye,Peak Human Condition,Peak Human Condition
2370,Hawkeye II,Weapons Master,Weapons Master
2371,Hawkeye II,Stamina,S t a m i n a
2372,Hawkeye II,Enhanced Memory,Enhanced Memory
2373,Hawkeye II,Photographic Reflexes,Photographic Reflexes
2374,Hawkgirl,Accelerated Healing,Accelerated Healing
2375,Hawkgirl,Cold Resistance,Cold Resistance
2376,Hawkgirl,Durability,Durability
2377,Hawkgirl,Flight,F l i g h t
2378,Hawkgirl,Super Strength,Super Strength
2379,Hawkgirl,Immortality,Immortality
2380,Hawkgirl,Reflexes,Reflexes
2381,Hawkgirl,Vision - Telescopic,Vision - Telescopic
2382,Hawkman,Animal Oriented Powers,Animal Oriented Powers
2383,Heat Wave,Weapon-based Powers,Weapon-based Powers
2384,Hela,Agility,A g i l i t y
2385,Hela,Accelerated Healing,Accelerated Healing
2386,Hela,Durability,Durability
2387,Hela,Longevity,Longevity
2388,Hela,Super Strength,Super Strength
2389,Hela,Stamina,S t a m i n a
2390,Hela,Super Speed,Super Speed
2391,Hela,Death Touch,Death Touch
2392,Hela,Teleportation,Teleportation
2393,Hela,Magic,M a g i c
2394,Hela,Astral Projection,Astral Projection
2395,Hela,Invulnerability,Invulnerability
2396,Hela,Enhanced Hearing,Enhanced Hearing
2397,Hela,Enhanced Sight,Enhanced Sight
2398,Hela,Illusions,Illusions
2399,Hela,Omnilingualism,Omnilingualism
2400,Hellboy,Accelerated Healing,Accelerated Healing
2401,Hellboy,Durability,Durability
2402,Hellboy,Weapons Master,Weapons Master
2403,Hellboy,Longevity,Longevity
2404,Hellboy,Super Strength,Super Strength
2405,Hellboy,Stamina,S t a m i n a
2406,Hellboy,Enhanced Senses,Enhanced Senses
2407,Hellboy,Magic,M a g i c
2408,Hellboy,Invulnerability,Invulnerability
2409,Hellboy,Fire Resistance,Fire Resistance
2410,Hellboy,Enhanced Sight,Enhanced Sight
2411,Hellboy,Heat Resistance,Heat Resistance
2412,Hellboy,Grim Reaping,Grim Reaping
2413,Hellcat,Agility,A g i l i t y
2414,Hellcat,Danger Sense,Danger Sense
2415,Hellcat,Intelligence,Intelligence
2416,Hellcat,Super Strength,Super Strength
2417,Hellcat,Peak Human Condition,Peak Human Condition
2418,Hellcat,Natural Weapons,Natural Weapons
2419,Hellcat,Magic Resistance,Magic Resistance
2420,Hellgramite,Durability,Durability
2421,Hellgramite,Animal Attributes,Animal Attributes
2422,Hellgramite,Super Strength,Super Strength
2423,Hellgramite,Animal Oriented Powers,Animal Oriented Powers
2424,Hellgramite,Jump,J u m p
2425,Hellgramite,Substance Secretion,Substance Secretion
2426,Hellgramite,Natural Armor,Natural Armor
2427,Hellgramite,Natural Weapons,Natural Weapons
2428,Hellgramite,Wallcrawling,Wallcrawling
2429,Hellgramite,Web Creation,Web Creation
2430,Hellstorm,Accelerated Healing,Accelerated Healing
2431,Hellstorm,Flight,F l i g h t
2432,Hellstorm,Energy Blasts,Energy Blasts
2433,Hellstorm,Teleportation,Teleportation
2434,Hellstorm,Magic,M a g i c
2435,Hellstorm,Fire Control,Fire Control
2436,Hellstorm,Time Travel,Time Travel
2437,Hercules,Accelerated Healing,Accelerated Healing
2438,Hercules,Durability,Durability
2439,Hercules,Longevity,Longevity
2440,Hercules,Super Strength,Super Strength
2441,Hercules,Stamina,S t a m i n a
2442,Hercules,Super Speed,Super Speed
2443,Hercules,Immortality,Immortality
2444,Hercules,Invulnerability,Invulnerability
2445,Hiro Nakamura,Teleportation,Teleportation
2446,Hiro Nakamura,Time Travel,Time Travel
2447,Hit-Girl,Agility,A g i l i t y
2448,Hit-Girl,Stealth,S t e a l t h
2449,Hit-Girl,Intelligence,Intelligence
2450,Hit-Girl,Stamina,S t a m i n a
2451,Hit-Girl,Weapon-based Powers,Weapon-based Powers
2452,Hit-Girl,Reflexes,Reflexes
2453,Hobgoblin,Super Strength,Super Strength
2454,Hobgoblin,Stamina,S t a m i n a
2455,Hobgoblin,Super Speed,Super Speed
2456,Hobgoblin,Reflexes,Reflexes
2457,Hollow,Durability,Durability
2458,Hollow,Natural Weapons,Natural Weapons
2459,Hollow,Telepathy Resistance,Telepathy Resistance
2460,Hope Summers,Energy Absorption,Energy Absorption
2461,Hope Summers,Telepathy,Telepathy
2462,Hope Summers,Energy Blasts,Energy Blasts
2463,Hope Summers,Telekinesis,Telekinesis
2464,Hope Summers,Power Absorption,Power Absorption
2465,Hope Summers,Natural Armor,Natural Armor
2466,Hope Summers,Vision - Heat,Vision - Heat
2467,Hulk,Agility,A g i l i t y
2468,Hulk,Accelerated Healing,Accelerated Healing
2469,Hulk,Cold Resistance,Cold Resistance
2470,Hulk,Durability,Durability
2471,Hulk,Longevity,Longevity
2472,Hulk,Super Strength,Super Strength
